Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,NewSnow,SnowDepth
2011-06-26,86,53,69.5,-0.5,0,5,0.00,0.0,0
2011-06-27,78,53,65.5,-4.7,0,1,0.00,0.0,0
2011-06-28,70,55,62.5,-7.9,2,0,0.78,0.0,0
2011-06-29,69,53,61.0,-9.6,4,0,0.00,0.0,0
2011-06-30,84,50,67.0,-3.8,0,2,0.00,0.0,0
2011-07-01,94,55,74.5,3.5,0,10,0.00,0.0,0
2011-07-02,98,59,78.5,7.3,0,14,0.00,0.0,0
2011-07-03,101,61,81.0,9.7,0,16,0.00,0.0,0
2011-07-04,97,61,79.0,7.5,0,14,0.00,0.0,0
2011-07-05,99,60,79.5,7.9,0,15,0.00,0.0,0
2011-07-06,99,66,82.5,10.7,0,18,0.00,0.0,0
2011-07-07,96,61,78.5,6.6,0,14,0.00,0.0,0
2011-07-08,95,57,76.0,4.0,0,11,0.00,0.0,0
2011-07-09,81,54,67.5,-4.6,0,3,0.00,0.0,0
2011-07-10,82,52,67.0,-5.2,0,2,0.00,0.0,0
2011-07-11,70,55,62.5,-9.8,2,0,0.00,0.0,0
2011-07-12,71,55,63.0,-9.4,2,0,0.00,0.0,0
2011-07-13,71,56,63.5,-9.0,1,0,0.00,0.0,0
2011-07-14,69,55,62.0,-10.6,3,0,0.00,0.0,0
2011-07-15,71,56,63.5,-9.1,1,0,0.00,0.0,0
2011-07-16,75,56,65.5,-7.2,0,1,0.00,0.0,0
2011-07-17,75,54,64.5,-8.2,0,0,0.00,0.0,0
2011-07-18,81,51,66.0,-6.7,0,1,0.00,0.0,0
2011-07-19,86,58,72.0,-0.8,0,7,0.00,0.0,0
2011-07-20,96,57,76.5,3.7,0,12,0.00,0.0,0
2011-07-21,93,55,74.0,1.2,0,9,0.00,0.0,M
2011-07-22,87,58,72.5,-0.3,0,8,0.00,0.0,0
2011-07-23,85,57,71.0,-1.8,0,6,0.00,0.0,0
2011-07-24,83,56,69.5,-3.3,0,5,0.00,0.0,0
2011-07-25,82,55,68.5,-4.3,0,4,0.00,0.0,0
2011-07-26,87,55,71.0,-1.8,0,6,0.00,0.0,0
2011-07-27,94,54,74.0,1.3,0,9,0.00,0.0,0
2011-07-28,91,57,74.0,1.3,0,9,0.00,0.0,0
2011-07-29,87,57,72.0,-0.7,0,7,0.00,0.0,0
2011-07-30,82,58,70.0,-2.7,0,5,0.00,0.0,0
2011-07-31,82,56,69.0,-3.7,0,4,0.00,0.0,0
2011-08-01,84,56,70.0,-2.6,0,5,0.00,0.0,0
2011-08-02,90,54,72.0,-0.6,0,7,0.00,0.0,0
2011-08-03,86,54,70.0,-2.6,0,5,0.00,0.0,0
2011-08-04,76,56,66.0,-6.6,0,1,0.00,0.0,0
2011-08-05,88,57,72.5,0.0,0,8,0.00,0.0,0
2011-08-06,83,57,70.0,-2.5,0,5,0.00,0.0,0
2011-08-07,78,55,66.5,-6.0,0,2,0.00,0.0,0
2011-08-08,86,56,71.0,-1.5,0,6,0.00,0.0,0
2011-08-09,91,54,72.5,0.0,0,8,0.00,0.0,0
2011-08-10,89,54,71.5,-0.9,0,7,0.00,0.0,0
2011-08-11,82,54,68.0,-4.4,0,3,0.00,0.0,0
2011-08-12,86,54,70.0,-2.4,0,5,0.00,0.0,0
2011-08-13,91,55,73.0,0.6,0,8,0.00,0.0,0
2011-08-14,90,55,72.5,0.1,0,8,0.00,0.0,0
2011-08-15,88,55,71.5,-0.9,0,7,0.00,0.0,0
2011-08-16,90,52,71.0,-1.4,0,6,0.00,0.0,0
2011-08-17,89,56,72.5,0.1,0,8,0.00,0.0,0
2011-08-18,88,55,71.5,-0.8,0,7,0.00,0.0,0
2011-08-19,78,54,66.0,-6.3,0,1,0.00,0.0,0
2011-08-20,79,55,67.0,-5.3,0,2,0.00,0.0,0
2011-08-21,79,57,68.0,-4.3,0,3,0.00,0.0,0
2011-08-22,87,59,73.0,0.7,0,8,0.00,0.0,0
2011-08-23,97,55,76.0,3.7,0,11,0.00,0.0,0
2011-08-24,93,59,76.0,3.8,0,11,0.00,0.0,0
2011-08-25,89,58,73.5,1.3,0,9,0.00,0.0,0
2011-08-26,92,58,75.0,2.8,0,10,0.00,0.0,0
2011-08-27,91,57,74.0,1.8,0,9,0.00,0.0,0
2011-08-28,94,54,74.0,1.9,0,9,0.00,0.0,0
2011-08-29,85,57,71.0,-1.1,0,6,0.00,0.0,0
2011-08-30,82,54,68.0,-4.0,0,3,0.00,0.0,0
2011-08-31,84,54,69.0,-3.0,0,4,0.00,0.0,0
2011-09-01,93,54,73.5,1.6,0,9,0.00,0.0,0
2011-09-02,98,57,77.5,5.7,0,13,0.00,0.0,0
2011-09-03,90,57,73.5,1.8,0,9,0.00,0.0,0
2011-09-04,85,55,70.0,-1.7,0,5,0.00,0.0,0
2011-09-05,87,54,70.5,-1.1,0,6,0.00,0.0,0
2011-09-06,100,54,77.0,5.5,0,12,0.00,0.0,0
2011-09-07,97,56,76.5,5.1,0,12,0.00,0.0,0
2011-09-08,91,57,74.0,2.8,0,9,0.00,0.0,0
2011-09-09,96,56,76.0,4.9,0,11,T,0.0,0
2011-09-10,92,62,77.0,6.0,0,12,0.00,0.0,0
2011-09-11,81,61,71.0,0.1,0,6,0.00,0.0,0
2011-09-12,86,58,72.0,1.3,0,7,0.00,0.0,0
2011-09-13,89,57,73.0,2.4,0,8,0.00,0.0,0
2011-09-14,83,57,70.0,-0.4,0,5,0.00,0.0,0
2011-09-15,78,55,66.5,-3.7,0,2,0.00,0.0,0
2011-09-16,78,51,64.5,-5.6,0,0,0.00,0.0,0
